Cell,sector_name,sector_id,focus_area,indicator_name,year,indicator_item,state_name,district_name,indicator_value,indicator_unit,source
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Begusarai,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Bhagalpur,0.1,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Bhojpur,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Buxar,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Darbhanga,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Gaya,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Gopalganj,5,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Jamui,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Jehanabad,20,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Kaimur (Bhabua),-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Katihar,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Khagaria,0.8,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Kishanganj,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Lakhisarai,38,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Madhepura,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Madhubani,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Munger,8.6,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Muzaffarpur,0.4,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Nalanda,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Nawada,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Pashchim Champaran,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Patna,1.7,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Purbi Champaran,9.6,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Purnia,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Rohtas,4.7,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Saharsa,1.1,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Samastipur,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Saran,4.8,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Sheikhpura,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Sheohar,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Sitamarhi,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Siwan,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Supaul,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H14,Agriculture and Allied Sectors,1,Animal Husbandry,Distribution of Bihar’s major Cattle Breed,,Distribution of Surti,Bihar,Vaishali,-,Thousands,"Livestock Population Breedwise, Based on Breed Survey, 2013, Department of Animal Husbandry, Dairying and Fisheries, Govt. of India"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Araria,24,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Arwal,10,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Aurangabad,21,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Banka,19,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Begusarai,22,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Bhagalpur,31,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Bhojpur,40,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Buxar,22,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Darbhanga,31,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Gaya,25,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Gopalganj,18,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Jamui,10,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Jehanabad,14,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Kaimur (Bhabua),15,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Katihar,14,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Khagaria,28,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Kishanganj,9,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Lakhisarai,10,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Madhepura,16,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Madhubani,16,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Munger,25,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Muzaffarpur,37,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Nalanda,26,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
H16,Agriculture and Allied Sectors,1,Animal Husbandry,Veterinary Infrastructure- Artificial Insemination,2015-16,Number AI Centres- Government Agencies,Bihar,Nawada,25,Number,"Directorate of Animal Husbandry, Animal & Fisheries, Resources Department, Govt. of Bihar"
